campLocation,timestamp,source,destination,user,device,eventType,eventDescription,eventSeverity,mlRiskScore
Mumbai,2023-09-14T13:01,10.0.0.100,172.16.0.20,guest,Workstation123,system-shutdown,System shutdown: Reason6,error,0.33
Mumbai,2023-09-17T21:17,238.70.31.26,18.222.241.27,admin,DeviceXYZ,system-restart,System restart: Reason2,informational,0.83
Mumbai,2023-09-16T09:07,10.1.1.1,10.0.0.3,user123,ServerABC,firewall-change,Firewall rule change: Port 56568 opened for IP 10.1.1.1,warning,0.30
Mumbai,2023-09-13T15:13,192.168.10.5,10.1.1.2,admin,ServerABC,permission-changes,User 'admin' changed permissions for file '/path/to/file328.txt',critical,0.17
Mumbai,2023-09-15T20:52,10.1.1.1,172.16.0.20,admin,Workstation123,software-update,Software update: Software2 updated to version v4,warning,0.27
Mumbai,2023-09-14T01:32,172.16.1.100,10.10.10.20,anonymous,DeviceXYZ,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 172.16.1.100,error,0.37
Mumbai,2023-09-17T15:14,10.10.10.10,192.168.0.3,user123,DeviceXYZ,auth-lockout,User 'user123' locked out after multiple failed login attempts from IP 10.10.10.10,critical,0.37
Mumbai,2023-09-15T01:08,192.168.10.5,192.168.0.3,anonymous,ServerABC,file-access,File access: Read to file '/path/to/file91.txt' by user 'anonymous' from IP 192.168.10.5,warning,0.23
Mumbai,2023-09-18T05:55,192.168.1.100,192.168.10.6,anonymous,DeviceXYZ,malware-detection,Malware detected: File 'file153.txt' found on device 'DeviceXYZ',informational,0.37
Mumbai,2023-09-12T19:46,188.152.219.236,143.34.74.138,user123,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 188.152.219.236,informational,0.67
Mumbai,2023-09-12T16:01,10.0.0.100,192.168.10.6,user123,DeviceXYZ,system-failure,Critical system failure: Error message: 48,critical,0.37
Mumbai,2023-09-16T17:58,172.16.0.10,192.168.0.2,user123,DeviceXYZ,system-failure,Critical system failure: Error message: 68,critical,0.37
Mumbai,2023-09-13T15:36,10.1.1.1,10.1.1.2,guest,DeviceXYZ,system-shutdown,System shutdown: Reason5,informational,0.33
Mumbai,2023-09-17T04:02,10.0.0.2,192.168.0.3,user123,ServerABC,auth-failed,Failed login attempt for user 'user123' from IP 10.0.0.2,warning,0.33
Mumbai,2023-09-13T04:18,10.0.0.100,192.168.10.6,anonymous,Workstation123,software-update,Software update: Software7 updated to version v3,warning,0.27
Mumbai,2023-09-15T11:26,172.16.0.10,192.168.0.3,guest,ServerABC,system-restart,System restart: Reason9,informational,0.30
Mumbai,2023-09-14T16:38,192.168.10.5,192.168.10.6,guest,ServerABC,dns-queries,DNS query from IP 192.168.10.5 for domain 'example595.com',warning,0.17
Mumbai,2023-09-15T07:30,192.168.10.5,10.1.1.2,anonymous,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 192.168.10.5,error,0.13
Mumbai,2023-09-14T07:52,10.0.0.100,10.0.0.101,admin,Workstation123,system-failure,Critical system failure: Error message: 66,informational,0.37
Mumbai,2023-09-12T15:47,10.0.0.100,10.1.1.2,guest,ServerABC,system-shutdown,System shutdown: Reason8,critical,0.33
Mumbai,2023-09-17T09:01,192.168.2.5,172.16.1.101,admin,ServerABC,dns-queries,DNS query from IP 192.168.2.5 for domain 'example759.com',warning,0.17
Mumbai,2023-09-16T14:22,10.0.0.100,192.168.0.2,admin,Workstation123,permission-changes,User 'admin' changed permissions for file '/path/to/file973.txt',critical,0.17
Mumbai,2023-09-17T08:27,192.168.10.5,192.168.2.6,user123,ServerABC,file-access,File access: Delete to file '/path/to/file312.txt' by user 'user123' from IP 192.168.10.5,informational,0.23
Mumbai,2023-09-13T15:09,192.168.10.5,10.0.0.3,guest,ServerABC,auth-failed,Failed login attempt for user 'guest' from IP 192.168.10.5,error,0.33
Mumbai,2023-09-15T10:32,101.151.8.3,2.96.143.229,anonymous,Workstation123,system-shutdown,System shutdown: Reason10,critical,0.87
Mumbai,2023-09-15T06:56,192.168.2.5,192.168.10.6,anonymous,DeviceXYZ,network-connected,Device 'DeviceXYZ' connected to the network at IP 192.168.2.5,warning,0.13
Mumbai,2023-09-17T13:33,192.168.10.5,10.10.10.20,anonymous,DeviceXYZ,system-failure,Critical system failure: Error message: 77,warning,0.37
Mumbai,2023-09-14T20:01,10.0.0.2,192.168.0.3,guest,ServerABC,dns-queries,DNS query from IP 10.0.0.2 for domain 'example782.com',error,0.17
Mumbai,2023-09-13T12:44,172.16.1.100,192.168.0.2,admin,DeviceXYZ,network-connected,Device 'DeviceXYZ' connected to the network at IP 172.16.1.100,error,0.13
Mumbai,2023-09-16T11:23,172.16.0.10,172.16.1.101,user123,DeviceXYZ,system-failure,Critical system failure: Error message: 94,informational,0.37
Mumbai,2023-09-12T20:20,10.0.0.100,10.0.0.3,admin,DeviceXYZ,permission-changes,User 'admin' changed permissions for file '/path/to/file633.txt',warning,0.17
Mumbai,2023-09-13T19:06,10.10.10.10,10.0.0.101,admin,DeviceXYZ,network-connected,Device 'DeviceXYZ' connected to the network at IP 10.10.10.10,informational,0.13
Mumbai,2023-09-18T03:53,192.168.1.100,10.10.10.20,admin,Workstation123,file-access,File access: Read to file '/path/to/file534.txt' by user 'admin' from IP 192.168.1.100,critical,0.23
Mumbai,2023-09-16T04:02,10.0.0.2,192.168.0.3,admin,ServerABC,permission-changes,User 'admin' changed permissions for file '/path/to/file715.txt',critical,0.17
Mumbai,2023-09-16T08:25,192.168.1.100,172.16.1.101,guest,Workstation123,dns-queries,DNS query from IP 192.168.1.100 for domain 'example812.com',error,0.17
Mumbai,2023-09-14T03:58,94.6.180.116,36.118.138.188,admin,Workstation123,system-failure,Critical system failure: Error message: 34,informational,0.90
Mumbai,2023-09-18T15:41,192.168.2.5,192.168.2.6,user123,DeviceXYZ,api-called,API called: API3 from IP 192.168.2.5,warning,0.20
Mumbai,2023-09-16T17:17,90.96.178.211,54.121.69.71,admin,Workstation123,system-shutdown,System shutdown: Reason7,error,0.87
Mumbai,2023-09-17T10:05,192.168.2.5,10.0.0.3,user123,ServerABC,file-access,File access: Delete to file '/path/to/file760.txt' by user 'user123' from IP 192.168.2.5,informational,0.23
Mumbai,2023-09-13T04:17,123.244.248.152,254.221.206.243,guest,Workstation123,auth-failed,Failed login attempt for user 'guest' from IP 123.244.248.152,warning,0.87
Mumbai,2023-09-17T07:59,10.1.1.1,192.168.10.6,anonymous,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 10.1.1.1,error,0.13
Mumbai,2023-09-15T04:25,10.0.0.2,192.168.0.2,user123,DeviceXYZ,dns-queries,DNS query from IP 10.0.0.2 for domain 'example273.com',warning,0.17
Mumbai,2023-09-13T15:24,10.0.0.2,192.168.0.3,admin,Workstation123,file-access,File access: Write to file '/path/to/file476.txt' by user 'admin' from IP 10.0.0.2,critical,0.23
Mumbai,2023-09-13T06:34,192.168.0.1,192.168.10.6,anonymous,DeviceXYZ,system-shutdown,System shutdown: Reason1,critical,0.33
Mumbai,2023-09-15T19:32,10.0.0.100,172.16.1.101,anonymous,ServerABC,permission-changes,User 'anonymous' changed permissions for file '/path/to/file760.txt',error,0.17
Mumbai,2023-09-13T00:33,192.168.2.5,10.0.0.3,admin,DeviceXYZ,auth-success,Successful login for user 'admin' from IP 192.168.2.5,warning,0.10
Mumbai,2023-09-14T17:55,172.16.0.10,10.10.10.20,user123,DeviceXYZ,system-shutdown,System shutdown: Reason4,informational,0.33
Mumbai,2023-09-18T04:41,192.168.0.1,10.1.1.2,user123,ServerABC,auth-lockout,User 'user123' locked out after multiple failed login attempts from IP 192.168.0.1,critical,0.37
Mumbai,2023-09-17T21:39,192.168.1.100,172.16.1.101,guest,ServerABC,auth-lockout,User 'guest' locked out after multiple failed login attempts from IP 192.168.1.100,error,0.37
Mumbai,2023-09-13T12:48,10.10.10.10,192.168.0.3,anonymous,DeviceXYZ,system-failure,Critical system failure: Error message: 30,warning,0.37
Mumbai,2023-09-14T17:53,10.0.0.2,192.168.10.6,user123,DeviceXYZ,system-failure,Critical system failure: Error message: 28,critical,0.37
Mumbai,2023-09-14T20:48,10.0.0.100,172.16.1.101,anonymous,ServerABC,application-usage,User 'anonymous' used application 'App1',warning,0.13
Mumbai,2023-09-14T23:03,172.16.1.100,10.10.10.20,guest,DeviceXYZ,software-update,Software update: Software2 updated to version v3,critical,0.27
Mumbai,2023-09-14T12:30,11.103.117.233,16.225.227.156,admin,ServerABC,system-shutdown,System shutdown: Reason3,warning,0.87
Mumbai,2023-09-15T13:04,192.168.1.100,172.16.1.101,anonymous,DeviceXYZ,firewall-change,Firewall rule change: Port 40034 opened for IP 192.168.1.100,error,0.30
Mumbai,2023-09-14T12:49,10.0.0.2,10.0.0.101,anonymous,ServerABC,malware-detection,Malware detected: File 'file877.txt' found on device 'ServerABC',critical,0.37
Mumbai,2023-09-14T06:01,172.16.1.100,172.16.0.20,anonymous,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 172.16.1.100,critical,0.13
Mumbai,2023-09-13T05:27,192.168.1.100,172.16.0.20,user123,DeviceXYZ,dns-queries,DNS query from IP 192.168.1.100 for domain 'example192.com',informational,0.17
Mumbai,2023-09-17T19:20,203.42.96.3,199.161.13.38,anonymous,Workstation123,auth-success,Successful login for user 'anonymous' from IP 203.42.96.3,informational,0.63
Mumbai,2023-09-14T04:40,10.1.1.1,172.16.1.101,admin,DeviceXYZ,system-shutdown,System shutdown: Reason9,warning,0.33
Mumbai,2023-09-13T20:40,10.0.0.2,172.16.1.101,admin,ServerABC,dns-queries,DNS query from IP 10.0.0.2 for domain 'example115.com',warning,0.17
Mumbai,2023-09-17T05:27,192.168.0.1,10.10.10.20,anonymous,ServerABC,api-called,API called: API5 from IP 192.168.0.1,warning,0.20
Mumbai,2023-09-14T15:20,221.225.168.45,232.126.135.236,guest,DeviceXYZ,file-access,File access: Delete to file '/path/to/file368.txt' by user 'guest' from IP 221.225.168.45,warning,0.77
Mumbai,2023-09-17T02:27,119.207.176.109,182.172.20.241,guest,Workstation123,system-restart,System restart: Reason9,critical,0.83
Mumbai,2023-09-17T17:23,192.168.1.100,192.168.0.3,user123,DeviceXYZ,application-usage,User 'user123' used application 'App3',error,0.13
Mumbai,2023-09-18T14:17,10.1.1.1,172.16.0.20,admin,ServerABC,dns-queries,DNS query from IP 10.1.1.1 for domain 'example736.com',error,0.17
Mumbai,2023-09-17T06:57,192.168.2.5,10.0.0.3,anonymous,ServerABC,malware-detection,Malware detected: File 'file506.txt' found on device 'ServerABC',error,0.37
Mumbai,2023-09-13T17:31,10.1.1.1,192.168.10.6,guest,Workstation123,auth-success,Successful login for user 'guest' from IP 10.1.1.1,error,0.10
Mumbai,2023-09-16T16:32,172.16.0.10,192.168.2.6,user123,ServerABC,permission-changes,User 'user123' changed permissions for file '/path/to/file583.txt',warning,0.17
Mumbai,2023-09-17T02:36,192.168.10.5,10.1.1.2,guest,DeviceXYZ,system-failure,Critical system failure: Error message: 89,informational,0.37
Mumbai,2023-09-13T00:19,10.10.10.10,192.168.10.6,guest,DeviceXYZ,auth-failed,Failed login attempt for user 'guest' from IP 10.10.10.10,critical,0.33
Mumbai,2023-09-13T09:06,192.168.10.5,192.168.0.2,user123,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 192.168.10.5,informational,0.13
Mumbai,2023-09-14T18:23,10.0.0.2,172.16.1.101,user123,ServerABC,api-called,API called: API5 from IP 10.0.0.2,critical,0.20
Mumbai,2023-09-13T16:25,23.147.251.87,177.198.11.255,user123,DeviceXYZ,permission-changes,User 'user123' changed permissions for file '/path/to/file628.txt',error,0.70
Mumbai,2023-09-15T20:00,192.168.0.1,192.168.0.3,anonymous,DeviceXYZ,dns-queries,DNS query from IP 192.168.0.1 for domain 'example162.com',error,0.17
Mumbai,2023-09-17T07:15,192.168.1.100,10.1.1.2,guest,ServerABC,api-called,API called: API5 from IP 192.168.1.100,warning,0.20
Mumbai,2023-09-16T22:34,192.168.0.1,192.168.0.2,admin,ServerABC,application-usage,User 'admin' used application 'App3',informational,0.13
Mumbai,2023-09-13T17:48,10.0.0.2,10.10.10.20,anonymous,ServerABC,system-shutdown,System shutdown: Reason5,critical,0.33
Mumbai,2023-09-16T14:10,192.168.1.100,10.0.0.3,guest,ServerABC,application-errors,Application error: Error message: 98,informational,0.27
Mumbai,2023-09-13T09:01,192.168.1.100,10.0.0.101,admin,DeviceXYZ,file-access,File access: Delete to file '/path/to/file854.txt' by user 'admin' from IP 192.168.1.100,error,0.23
Mumbai,2023-09-17T23:31,192.168.0.1,192.168.10.6,admin,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 192.168.0.1,error,0.13
Mumbai,2023-09-13T18:46,10.1.1.1,192.168.2.6,guest,Workstation123,malware-detection,Malware detected: File 'file214.txt' found on device 'Workstation123',warning,0.37
Mumbai,2023-09-16T14:50,10.1.1.1,10.1.1.2,guest,DeviceXYZ,auth-lockout,User 'guest' locked out after multiple failed login attempts from IP 10.1.1.1,error,0.37
Mumbai,2023-09-15T12:00,172.16.1.100,192.168.2.6,anonymous,DeviceXYZ,application-usage,User 'anonymous' used application 'App3',warning,0.13
Mumbai,2023-09-18T05:11,10.1.1.1,192.168.2.6,user123,DeviceXYZ,application-errors,Application error: Error message: 82,informational,0.27
Mumbai,2023-09-13T02:12,192.168.0.1,192.168.10.6,guest,ServerABC,file-access,File access: Read to file '/path/to/file192.txt' by user 'guest' from IP 192.168.0.1,informational,0.23
Mumbai,2023-09-14T22:12,192.168.0.1,192.168.2.6,user123,ServerABC,auth-failed,Failed login attempt for user 'user123' from IP 192.168.0.1,error,0.33
Mumbai,2023-09-13T15:18,172.16.0.10,10.10.10.20,anonymous,Workstation123,application-usage,User 'anonymous' used application 'App5',informational,0.13
Mumbai,2023-09-15T12:59,192.168.1.100,192.168.2.6,anonymous,DeviceXYZ,application-usage,User 'anonymous' used application 'App8',critical,0.13
Mumbai,2023-09-16T23:40,192.168.2.5,10.0.0.3,user123,DeviceXYZ,firewall-change,Firewall rule change: Port 43656 opened for IP 192.168.2.5,warning,0.30
Mumbai,2023-09-12T22:20,192.168.0.1,10.10.10.20,admin,Workstation123,dns-queries,DNS query from IP 192.168.0.1 for domain 'example686.com',error,0.17
Mumbai,2023-09-12T23:02,10.0.0.100,192.168.2.6,anonymous,Workstation123,system-failure,Critical system failure: Error message: 97,error,0.37
Mumbai,2023-09-12T15:40,172.16.0.10,192.168.0.2,anonymous,ServerABC,firewall-change,Firewall rule change: Port 23259 opened for IP 172.16.0.10,error,0.30
Mumbai,2023-09-14T17:45,192.168.2.5,192.168.10.6,anonymous,DeviceXYZ,dns-queries,DNS query from IP 192.168.2.5 for domain 'example249.com',informational,0.17
Mumbai,2023-09-12T16:02,192.168.2.5,172.16.0.20,admin,Workstation123,software-update,Software update: Software4 updated to version v4,warning,0.27
Mumbai,2023-09-14T16:58,192.168.1.100,172.16.1.101,admin,ServerABC,system-failure,Critical system failure: Error message: 94,error,0.37
Mumbai,2023-09-18T05:22,192.168.0.1,172.16.0.20,guest,Workstation123,auth-failed,Failed login attempt for user 'guest' from IP 192.168.0.1,warning,0.33
Mumbai,2023-09-16T11:07,146.232.109.251,224.1.22.198,anonymous,Workstation123,system-failure,Critical system failure: Error message: 47,warning,0.90
Mumbai,2023-09-13T23:24,172.16.0.10,10.0.0.3,guest,Workstation123,auth-failed,Failed login attempt for user 'guest' from IP 172.16.0.10,informational,0.33
Mumbai,2023-09-12T20:43,192.168.0.1,10.0.0.101,guest,DeviceXYZ,auth-failed,Failed login attempt for user 'guest' from IP 192.168.0.1,critical,0.33
Mumbai,2023-09-15T17:46,192.168.1.100,10.10.10.20,anonymous,DeviceXYZ,auth-failed,Failed login attempt for user 'anonymous' from IP 192.168.1.100,error,0.33
Mumbai,2023-09-14T17:47,192.168.2.5,10.0.0.3,anonymous,DeviceXYZ,software-update,Software update: Software6 updated to version v1,error,0.27
Mumbai,2023-09-15T16:20,10.10.10.10,10.0.0.101,admin,ServerABC,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 10.10.10.10,informational,0.37
Mumbai,2023-09-17T20:37,192.168.2.5,192.168.0.3,user123,DeviceXYZ,auth-failed,Failed login attempt for user 'user123' from IP 192.168.2.5,informational,0.33
Mumbai,2023-09-17T16:24,192.168.2.5,192.168.2.6,guest,Workstation123,api-called,API called: API5 from IP 192.168.2.5,warning,0.20
Mumbai,2023-09-18T08:03,33.227.121.145,63.171.190.50,user123,Workstation123,system-failure,Critical system failure: Error message: 76,warning,0.90
Mumbai,2023-09-13T15:17,10.0.0.2,172.16.0.20,admin,ServerABC,system-restart,System restart: Reason6,critical,0.30
Mumbai,2023-09-13T14:25,192.168.2.5,192.168.10.6,guest,DeviceXYZ,application-errors,Application error: Error message: 74,error,0.27
Mumbai,2023-09-13T01:23,10.10.10.10,192.168.2.6,admin,Workstation123,dns-queries,DNS query from IP 10.10.10.10 for domain 'example257.com',critical,0.17
Mumbai,2023-09-13T19:31,192.168.2.5,10.10.10.20,guest,DeviceXYZ,malware-detection,Malware detected: File 'file400.txt' found on device 'DeviceXYZ',error,0.37
Mumbai,2023-09-14T00:44,172.16.0.10,10.10.10.20,admin,ServerABC,dns-queries,DNS query from IP 172.16.0.10 for domain 'example539.com',informational,0.17
Mumbai,2023-09-12T22:51,10.0.0.100,192.168.2.6,anonymous,DeviceXYZ,application-errors,Application error: Error message: 67,critical,0.27
Mumbai,2023-09-15T06:21,192.168.10.5,192.168.0.2,guest,Workstation123,dns-queries,DNS query from IP 192.168.10.5 for domain 'example997.com',error,0.17
Mumbai,2023-09-18T14:37,172.16.1.100,192.168.2.6,admin,DeviceXYZ,auth-success,Successful login for user 'admin' from IP 172.16.1.100,error,0.10
Mumbai,2023-09-15T01:07,192.168.10.5,192.168.2.6,guest,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 192.168.10.5,error,0.13
Mumbai,2023-09-18T08:37,192.168.0.1,10.0.0.101,guest,Workstation123,software-update,Software update: Software4 updated to version v3,error,0.27
Mumbai,2023-09-16T17:27,10.0.0.100,192.168.10.6,user123,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 10.0.0.100,error,0.13
Mumbai,2023-09-13T06:48,10.10.10.10,192.168.0.2,user123,ServerABC,dns-queries,DNS query from IP 10.10.10.10 for domain 'example299.com',warning,0.17
Mumbai,2023-09-17T14:11,10.0.0.2,10.1.1.2,guest,ServerABC,dns-queries,DNS query from IP 10.0.0.2 for domain 'example300.com',error,0.17
Mumbai,2023-09-13T22:32,10.10.10.10,10.10.10.20,admin,DeviceXYZ,application-errors,Application error: Error message: 24,error,0.27
Mumbai,2023-09-16T16:16,192.168.0.1,172.16.0.20,admin,DeviceXYZ,application-errors,Application error: Error message: 47,error,0.27
Mumbai,2023-09-14T02:39,178.26.133.208,18.212.255.238,user123,ServerABC,auth-failed,Failed login attempt for user 'user123' from IP 178.26.133.208,informational,0.87
Mumbai,2023-09-17T10:23,10.1.1.1,10.0.0.3,anonymous,ServerABC,firewall-change,Firewall rule change: Port 32340 opened for IP 10.1.1.1,error,0.30
Mumbai,2023-09-14T20:16,192.168.10.5,10.0.0.3,user123,DeviceXYZ,application-usage,User 'user123' used application 'App1',critical,0.13
Mumbai,2023-09-14T13:44,193.27.18.205,84.124.226.128,admin,ServerABC,permission-changes,User 'admin' changed permissions for file '/path/to/file33.txt',informational,0.70
Mumbai,2023-09-15T11:58,10.0.0.100,172.16.0.20,admin,DeviceXYZ,system-failure,Critical system failure: Error message: 71,informational,0.37
Mumbai,2023-09-13T00:47,192.168.10.5,10.0.0.101,guest,ServerABC,application-errors,Application error: Error message: 80,error,0.27
Mumbai,2023-09-16T03:44,192.168.10.5,172.16.1.101,admin,DeviceXYZ,api-called,API called: API2 from IP 192.168.10.5,critical,0.20
Mumbai,2023-09-16T19:08,10.0.0.100,10.0.0.3,anonymous,Workstation123,auth-failed,Failed login attempt for user 'anonymous' from IP 10.0.0.100,informational,0.33
Mumbai,2023-09-17T21:13,172.16.1.100,192.168.0.3,admin,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 172.16.1.100,critical,0.13
Mumbai,2023-09-13T00:55,10.1.1.1,192.168.2.6,anonymous,Workstation123,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 10.1.1.1,warning,0.37
Mumbai,2023-09-18T02:29,192.168.1.100,10.10.10.20,anonymous,Workstation123,malware-detection,Malware detected: File 'file361.txt' found on device 'Workstation123',warning,0.37
Mumbai,2023-09-17T10:26,192.168.0.1,10.10.10.20,guest,Workstation123,malware-detection,Malware detected: File 'file650.txt' found on device 'Workstation123',critical,0.37
Mumbai,2023-09-12T20:11,192.168.1.100,172.16.1.101,anonymous,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 192.168.1.100,error,0.13
Mumbai,2023-09-13T10:35,192.168.10.5,192.168.2.6,admin,Workstation123,malware-detection,Malware detected: File 'file127.txt' found on device 'Workstation123',informational,0.37
Mumbai,2023-09-17T11:27,192.168.1.100,10.1.1.2,admin,ServerABC,system-restart,System restart: Reason10,informational,0.30
Mumbai,2023-09-16T04:10,10.10.10.10,192.168.0.2,anonymous,DeviceXYZ,malware-detection,Malware detected: File 'file837.txt' found on device 'DeviceXYZ',critical,0.37
Mumbai,2023-09-13T20:56,10.1.1.1,10.0.0.3,user123,ServerABC,malware-detection,Malware detected: File 'file134.txt' found on device 'ServerABC',warning,0.37
Mumbai,2023-09-15T09:33,10.10.10.10,192.168.10.6,user123,ServerABC,application-usage,User 'user123' used application 'App5',error,0.13
Mumbai,2023-09-15T00:20,192.168.2.5,192.168.2.6,admin,DeviceXYZ,software-update,Software update: Software9 updated to version v4,informational,0.27
Mumbai,2023-09-15T18:32,10.1.1.1,10.1.1.2,user123,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 10.1.1.1,informational,0.13
Mumbai,2023-09-14T11:43,172.16.1.100,10.10.10.20,anonymous,ServerABC,application-errors,Application error: Error message: 63,informational,0.27
Mumbai,2023-09-13T01:24,192.168.10.5,10.1.1.2,guest,DeviceXYZ,api-called,API called: API4 from IP 192.168.10.5,informational,0.20
Mumbai,2023-09-17T06:43,10.1.1.1,192.168.0.3,admin,DeviceXYZ,auth-success,Successful login for user 'admin' from IP 10.1.1.1,error,0.10
Mumbai,2023-09-13T23:02,172.16.1.100,10.0.0.3,anonymous,DeviceXYZ,dns-queries,DNS query from IP 172.16.1.100 for domain 'example688.com',warning,0.17
Mumbai,2023-09-16T10:21,192.168.10.5,10.0.0.101,admin,ServerABC,auth-failed,Failed login attempt for user 'admin' from IP 192.168.10.5,critical,0.33
Mumbai,2023-09-17T04:57,10.1.1.1,10.0.0.101,anonymous,DeviceXYZ,auth-failed,Failed login attempt for user 'anonymous' from IP 10.1.1.1,error,0.33
Mumbai,2023-09-13T02:11,172.16.1.100,172.16.0.20,admin,DeviceXYZ,file-access,File access: Delete to file '/path/to/file583.txt' by user 'admin' from IP 172.16.1.100,error,0.23
Mumbai,2023-09-13T08:25,192.168.2.5,192.168.0.3,admin,Workstation123,system-restart,System restart: Reason1,error,0.30
Mumbai,2023-09-17T06:41,192.168.0.1,172.16.0.20,user123,Workstation123,dns-queries,DNS query from IP 192.168.0.1 for domain 'example18.com',informational,0.17
Mumbai,2023-09-15T18:30,10.1.1.1,192.168.10.6,user123,DeviceXYZ,auth-lockout,User 'user123' locked out after multiple failed login attempts from IP 10.1.1.1,informational,0.37
Mumbai,2023-09-17T01:03,10.10.10.10,192.168.0.3,admin,DeviceXYZ,network-connected,Device 'DeviceXYZ' connected to the network at IP 10.10.10.10,informational,0.13
Mumbai,2023-09-13T13:48,192.168.10.5,192.168.10.6,user123,Workstation123,application-errors,Application error: Error message: 54,critical,0.27
Mumbai,2023-09-15T07:58,172.16.0.10,192.168.0.2,user123,ServerABC,file-access,File access: Delete to file '/path/to/file366.txt' by user 'user123' from IP 172.16.0.10,informational,0.23
Mumbai,2023-09-18T15:20,192.168.10.5,172.16.0.20,anonymous,ServerABC,dns-queries,DNS query from IP 192.168.10.5 for domain 'example812.com',critical,0.17
Mumbai,2023-09-14T13:07,10.0.0.100,192.168.2.6,user123,DeviceXYZ,file-access,File access: Read to file '/path/to/file351.txt' by user 'user123' from IP 10.0.0.100,error,0.23
Mumbai,2023-09-17T16:58,10.0.0.100,172.16.1.101,guest,ServerABC,dns-queries,DNS query from IP 10.0.0.100 for domain 'example196.com',critical,0.17
Mumbai,2023-09-12T16:42,10.0.0.2,192.168.10.6,guest,Workstation123,system-shutdown,System shutdown: Reason2,error,0.33
Mumbai,2023-09-13T01:53,192.168.1.100,192.168.10.6,admin,Workstation123,system-restart,System restart: Reason9,error,0.30
Mumbai,2023-09-13T12:16,192.168.0.1,10.0.0.101,admin,ServerABC,firewall-change,Firewall rule change: Port 2884 opened for IP 192.168.0.1,warning,0.30
Mumbai,2023-09-18T14:55,10.0.0.100,192.168.2.6,anonymous,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 10.0.0.100,informational,0.13
Mumbai,2023-09-16T12:59,192.168.2.5,192.168.0.3,user123,DeviceXYZ,system-restart,System restart: Reason9,warning,0.30
Mumbai,2023-09-15T06:54,10.10.10.10,192.168.0.3,admin,Workstation123,permission-changes,User 'admin' changed permissions for file '/path/to/file801.txt',error,0.17
Mumbai,2023-09-14T11:16,192.168.10.5,192.168.0.3,user123,DeviceXYZ,firewall-change,Firewall rule change: Port 53343 opened for IP 192.168.10.5,informational,0.30
Mumbai,2023-09-14T07:36,172.16.0.10,10.0.0.3,guest,Workstation123,dns-queries,DNS query from IP 172.16.0.10 for domain 'example67.com',informational,0.17
Mumbai,2023-09-14T05:09,10.1.1.1,172.16.1.101,admin,ServerABC,application-usage,User 'admin' used application 'App3',warning,0.13
Mumbai,2023-09-13T19:48,192.168.2.5,192.168.2.6,user123,DeviceXYZ,auth-lockout,User 'user123' locked out after multiple failed login attempts from IP 192.168.2.5,informational,0.37
Mumbai,2023-09-14T20:15,192.168.0.1,10.10.10.20,admin,Workstation123,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 192.168.0.1,warning,0.37
Mumbai,2023-09-15T21:58,10.10.10.10,172.16.1.101,user123,Workstation123,api-called,API called: API2 from IP 10.10.10.10,critical,0.20
Mumbai,2023-09-17T23:18,10.10.10.10,192.168.0.2,admin,Workstation123,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 10.10.10.10,error,0.37
Mumbai,2023-09-13T04:33,192.168.0.1,192.168.0.2,anonymous,DeviceXYZ,auth-success,Successful login for user 'anonymous' from IP 192.168.0.1,critical,0.10
Mumbai,2023-09-16T14:46,192.168.2.5,172.16.0.20,guest,DeviceXYZ,application-usage,User 'guest' used application 'App5',error,0.13
Mumbai,2023-09-14T02:55,192.168.1.100,10.0.0.101,user123,Workstation123,application-errors,Application error: Error message: 28,informational,0.27
Mumbai,2023-09-16T12:05,10.0.0.2,172.16.0.20,admin,DeviceXYZ,network-connected,Device 'DeviceXYZ' connected to the network at IP 10.0.0.2,warning,0.13
Mumbai,2023-09-16T03:37,172.16.1.100,192.168.2.6,guest,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 172.16.1.100,informational,0.13
Mumbai,2023-09-16T19:13,172.16.1.100,10.0.0.101,user123,ServerABC,api-called,API called: API2 from IP 172.16.1.100,warning,0.20
Mumbai,2023-09-18T10:55,10.0.0.2,10.0.0.101,guest,DeviceXYZ,malware-detection,Malware detected: File 'file187.txt' found on device 'DeviceXYZ',warning,0.37
